name	CAZy	n
Colgr1	CBM 21	1
Colgr1	CBM 24	1
Colgr1	CBM 24 	5
Colgr1	CBM 35 	5
Colgr1	CBM 42 	1
Colgr1	CBM 43 	2
Colgr1	CBM 48	3
Colgr1	CBM 48 	1
Colgr1	CBM 50	16
Colgr1	CBM 50 	14
Colgr1	CBM 6 	1
Colgr1	CBM 63 	2
Colgr1	CE 1	7
Colgr1	CE 12	4
Colgr1	CE 15	1
Colgr1	CE 16	4
Colgr1	CE 3	5
Colgr1	CE 4	12
Colgr1	CE 5	12
Colgr1	CE 8	3
Colgr1	CE 9	1
Colgr1	Expansins	6
Colgr1	GH 1	2
Colgr1	GH 10	10
Colgr1	GH 105	4
Colgr1	GH 11	6
Colgr1	GH 114	1
Colgr1	GH 115	2
Colgr1	GH 12	6
Colgr1	GH 125	3
Colgr1	GH 127	1
Colgr1	GH 128	3
Colgr1	GH 13	13
Colgr1	GH 131	7
Colgr1	GH 132	2
Colgr1	GH 133 	1
Colgr1	GH 139	1
Colgr1	GH 145	1
Colgr1	GH 15	3
Colgr1	GH 16	22
Colgr1	GH 17	7
Colgr1	GH 18	22
Colgr1	GH 2	7
Colgr1	GH 20	3
Colgr1	GH 26	1
Colgr1	GH 27	4
Colgr1	GH 28	9
Colgr1	GH 29	2
Colgr1	GH 3	18
Colgr1	GH 30	2
Colgr1	GH 31	6
Colgr1	GH 32	3
Colgr1	GH 35	5
Colgr1	GH 36	2
Colgr1	GH 37	2
Colgr1	GH 38	2
Colgr1	GH 43	17
Colgr1	GH 43 	1
Colgr1	GH 45	2
Colgr1	GH 47	11
Colgr1	GH 5	15
Colgr1	GH 51	2
Colgr1	GH 53	2
Colgr1	GH 54	1
Colgr1	GH 55	5
Colgr1	GH 6	4
Colgr1	GH 62	2
Colgr1	GH 63	1
Colgr1	GH 64	1
Colgr1	GH 65	1
Colgr1	GH 67	1
Colgr1	GH 7	6
Colgr1	GH 71	5
Colgr1	GH 72	6
Colgr1	GH 74	1
Colgr1	GH 75	1
Colgr1	GH 76	9
Colgr1	GH 78	4
Colgr1	GH 79	4
Colgr1	GH 81	2
Colgr1	GH 88	1
Colgr1	GH 92	4
Colgr1	GH 93	3
Colgr1	GT 1	15
Colgr1	GT 15	4
Colgr1	GT 17	2
Colgr1	GT 2	16
Colgr1	GT 2 	2
Colgr1	GT 20	3
Colgr1	GT 21	1
Colgr1	GT 22	4
Colgr1	GT 24	1
Colgr1	GT 25	2
Colgr1	GT 3	1
Colgr1	GT 31	5
Colgr1	GT 32	5
Colgr1	GT 33	1
Colgr1	GT 34	2
Colgr1	GT 35	1
Colgr1	GT 39	3
Colgr1	GT 4	5
Colgr1	GT 41	1
Colgr1	GT 48	1
Colgr1	GT 5	3
Colgr1	GT 50	1
Colgr1	GT 57	2
Colgr1	GT 58	1
Colgr1	GT 59	1
Colgr1	GT 62	3
Colgr1	GT 66	1
Colgr1	GT 69	4
Colgr1	GT 71	4
Colgr1	GT 76	1
Colgr1	GT 8	5
Colgr1	GT 90	5
Colgr1	PL 1	7
Colgr1	PL 26	1
Colgr1	PL 27	1
Colgr1	PL 3	4
Colgr1	PL 4	3
Colgr1	PL 9	1
Colhig2	AA 1	19
Colhig2	AA 11	3
Colhig2	AA 12	4
Colhig2	AA 13 	1
Colhig2	AA 16	3
Colhig2	AA 2	8
Colhig2	AA 3	40
Colhig2	AA 4	2
Colhig2	AA 5	3
Colhig2	AA 6	1
Colhig2	AA 7	5
Colhig2	AA 8	4
Colhig2	AA 8 	1
Colhig2	AA 9	22
Colhig2	AA 9 	5
Colhig2	CBM 1	11
Colhig2	CBM 1 	12
Colhig2	CBM 18	5
Colhig2	CBM 18 	29
Colhig2	CBM 20	1
Colhig2	CBM 20 	2
Colhig2	CBM 21	1
Colhig2	CBM 24 	19
Colhig2	CBM 32 	1
Colhig2	CBM 35 	5
Colhig2	CBM 43 	1
Colhig2	CBM 48	3
Colhig2	CBM 48 	1
Colhig2	CBM 50	17
Colhig2	CBM 50 	27
Colhig2	CBM 63 	2
Colhig2	CBM 91 	10
Colhig2	CE 1	5
Colhig2	CE 12	5
Colhig2	CE 15	2
Colhig2	CE 16	4
Colhig2	CE 4	12
Colhig2	CE 5	15
Colhig2	CE 8	6
Colhig2	CE 8 	4
Colhig2	CE 9	1
Colhig2	Expansins	6
Colhig2	GH 1	2
Colhig2	GH 10	8
Colhig2	GH 105	6
Colhig2	GH 106	1
Colhig2	GH 11	3
Colhig2	GH 114	1
Colhig2	GH 115	3
Colhig2	GH 12	7
Colhig2	GH 125	3
Colhig2	GH 127	1
Colhig2	GH 128	3
Colhig2	GH 13	13
Colhig2	GH 131	8
Colhig2	GH 132	2
Colhig2	GH 133 	1
Colhig2	GH 135	1
Colhig2	GH 142	1
Colhig2	GH 146	1
Colhig2	GH 15	3
Colhig2	GH 152	1
Colhig2	GH 154	4
Colhig2	GH 16	25
Colhig2	GH 17	8
Colhig2	GH 18	22
Colhig2	GH 2	8
Colhig2	GH 20	3
Colhig2	GH 26	1
Colhig2	GH 27	3
Colhig2	GH 28	15
Colhig2	GH 29	1
Colhig2	GH 3	26
Colhig2	GH 30	3
Colhig2	GH 31	8
Colhig2	GH 32	2
Colhig2	GH 33	1
Colhig2	GH 35	4
Colhig2	GH 36	2
Colhig2	GH 37	2
Colhig2	GH 38	1
Colhig2	GH 43	23
Colhig2	GH 43 	1
Colhig2	GH 45	1
Colhig2	GH 47	11
Colhig2	GH 5	20
Colhig2	GH 51	2
Colhig2	GH 53	2
Colhig2	GH 55	5
Colhig2	GH 6	3
Colhig2	GH 62	1
Colhig2	GH 63	1
Colhig2	GH 64	1
Colhig2	GH 65	1
Colhig2	GH 67	1
Colhig2	GH 7	8
Colhig2	GH 71	10
Colhig2	GH 72	4
Colhig2	GH 74	2
Colhig2	GH 75	1
Colhig2	GH 76	9
Colhig2	GH 78	11
Colhig2	GH 79	3
Colhig2	GH 81	2
Colhig2	GH 88	2
Colhig2	GH 92	6
Colhig2	GH 93	2
Colhig2	GH 95	2
Colhig2	GT 1	22
Colhig2	GT 15	4
Colhig2	GT 17	2
Colhig2	GT 2	19
Colhig2	GT 2 	2
Colhig2	GT 20	3
Colhig2	GT 21	1
Colhig2	GT 22	4
Colhig2	GT 24	1
Colhig2	GT 25	2
Colhig2	GT 3	1
Colhig2	GT 31	5
Colhig2	GT 32	5
Colhig2	GT 33	1
Colhig2	GT 34	3
Colhig2	GT 35	1
Colhig2	GT 39	3
Colhig2	GT 4	5
Colhig2	GT 41	1
Colhig2	GT 48	1
Colhig2	GT 5	2
Colhig2	GT 50	1
Colhig2	GT 57	2
Colhig2	GT 58	1
Colhig2	GT 59	1
Colhig2	GT 61	1
Colhig2	GT 62	3
Colhig2	GT 66	1
Colhig2	GT 69	4
Colhig2	GT 71	4
Colhig2	GT 76	1
Colhig2	GT 8	5
Colhig2	GT 90	7
Colhig2	PL 1	18
Colhig2	PL 11	1
Colhig2	PL 26	1
Colhig2	PL 27	1
Colhig2	PL 3	16
Colhig2	PL 4	7
Colhig2	PL 42	1
Colhig2	PL 9	4
Colin1	AA 1	19
Colin1	AA 11	3
Colin1	AA 12	4
Colin1	AA 13	1
Colin1	AA 16	3
Colin1	AA 2	8
Colin1	AA 3	47
Colin1	AA 4	3
Colin1	AA 5	4
Colin1	AA 6	1
Colin1	AA 7	6
Colin1	AA 8	5
Colin1	AA 9	30
Colin1	CBM 1	30
Colin1	CBM 18	40
Colin1	CBM 20	3
Colin1	CBM 21	1
Colin1	CBM 24	10
Colin1	CBM 35	5
Colin1	CBM 43	2
Colin1	CBM 48	3
Colin1	CBM 50	39
Colin1	CBM 63 	2
Colin1	CBM 91	11
Colin1	CE 1	6
Colin1	CE 12	5
Colin1	CE 15	2
Colin1	CE 16	4
Colin1	CE 4	11
Colin1	CE 5	15
Colin1	CE 8	7
Colin1	CE 9	1
Colin1	Expansins	6
Colin1	GH 1	3
Colin1	GH 10	12
Colin1	GH 105	7
Colin1	GH 106	1
Colin1	GH 11	6
Colin1	GH 114	1
Colin1	GH 115	3
Colin1	GH 12	8
Colin1	GH 125	3
Colin1	GH 127	1
Colin1	GH 128	6
Colin1	GH 13	13
Colin1	GH 131	8
Colin1	GH 132	2
Colin1	GH 133	1
Colin1	GH 146	1
Colin1	GH 15	3
Colin1	GH 152	1
Colin1	GH 154	3
Colin1	GH 16	24
Colin1	GH 17	7
Colin1	GH 18	25
Colin1	GH 2	8
Colin1	GH 20	3
Colin1	GH 26	1
Colin1	GH 27	4
Colin1	GH 28	14
Colin1	GH 29	1
Colin1	GH 3	24
Colin1	GH 30	2
Colin1	GH 31	7
Colin1	GH 35	4
Colin1	GH 36	2
Colin1	GH 37	1
Colin1	GH 38	3
Colin1	GH 43	24
Colin1	GH 45	1
Colin1	GH 47	10
Colin1	GH 5	19
Colin1	GH 51	3
Colin1	GH 53	2
Colin1	GH 55	4
Colin1	GH 6	4
Colin1	GH 62	2
Colin1	GH 63	1
Colin1	GH 64	1
Colin1	GH 67	1
Colin1	GH 7	8
Colin1	GH 71	7
Colin1	GH 72	5
Colin1	GH 74	2
Colin1	GH 75	1
Colin1	GH 76	9
Colin1	GH 78	7
Colin1	GH 79	3
Colin1	GH 81	2
Colin1	GH 88	2
Colin1	GH 92	5
Colin1	GH 93	2
Colin1	GH 95	2
Colin1	GT 1	19
Colin1	GT 15	4
Colin1	GT 17	4
Colin1	GT 2	20
Colin1	GT 20	3
Colin1	GT 21	1
Colin1	GT 22	4
Colin1	GT 24	1
Colin1	GT 25	1
Colin1	GT 3	1
Colin1	GT 31	5
Colin1	GT 32	4
Colin1	GT 33	1
Colin1	GT 34	2
Colin1	GT 35	1
Colin1	GT 39	3
Colin1	GT 4	5
Colin1	GT 41	1
Colin1	GT 48	1
Colin1	GT 5	2
Colin1	GT 50	1
Colin1	GT 57	2
Colin1	GT 58	1
Colin1	GT 59	1
Colin1	GT 62	3
Colin1	GT 66	1
Colin1	GT 69	4
Colin1	GT 71	7
Colin1	GT 76	1
Colin1	GT 8	5
Colin1	GT 90	6
Colin1	PL 1	16
Colin1	PL 26	1
Colin1	PL 27	1
Colin1	PL 3	14
Colin1	PL 4	7
Colin1	PL 42	1
Colin1	PL 9	4
Colny1	AA 1	19
Colny1	AA 11	5
Colny1	AA 12	4
Colny1	AA 13 	1
Colny1	AA 14	1
Colny1	AA 16	3
Colny1	AA 2	6
Colny1	AA 3	42
Colny1	AA 4	4
Colny1	AA 5	4
Colny1	AA 6	1
Colny1	AA 7	3
Colny1	AA 8	4
Colny1	AA 8 	1
Colny1	AA 9	21
Colny1	AA 9 	4
Colny1	CBM 1	8
Colny1	CBM 1 	12
Colny1	CBM 18	3
Colny1	CBM 18 	36
Colny1	CBM 20	1
Colny1	CBM 20 	2
Colny1	CBM 21	1
Colny1	CBM 24 	8
Colny1	CBM 35 	6
Colny1	CBM 42 	1
Colny1	CBM 43 	1
Colny1	CBM 48	2
Colny1	CBM 48 	1
Colny1	CBM 50	15
Colny1	CBM 50 	14
Colny1	CBM 6 	3
Colny1	CBM 63 	2
Colny1	CBM 66 	1
Colny1	CBM 91 	15
Colny1	CE 1	5
Colny1	CE 12	5
Colny1	CE 15	1
Colny1	CE 16	5
Colny1	CE 3	2
Colny1	CE 4	11
Colny1	CE 5	18
Colny1	CE 8	5
Colny1	CE 9	1
Colny1	Expansins	6
Colny1	GH 1	4
Colny1	GH 10	6
Colny1	GH 105	5
Colny1	GH 106	1
Colny1	GH 11	4
Colny1	GH 115	3
Colny1	GH 12	7
Colny1	GH 125	3
Colny1	GH 127	2
Colny1	GH 128	5
Colny1	GH 13	14
Colny1	GH 131	8
Colny1	GH 132	2
Colny1	GH 133 	1
Colny1	GH 135	1
Colny1	GH 142	1
Colny1	GH 146	1
Colny1	GH 15	3
Colny1	GH 152	1
Colny1	GH 154	3
Colny1	GH 16	21
Colny1	GH 17	7
Colny1	GH 172	1
Colny1	GH 18	19
Colny1	GH 2	7
Colny1	GH 20	3
Colny1	GH 26	1
Colny1	GH 27	6
Colny1	GH 28	17
Colny1	GH 29	2
Colny1	GH 3	30
Colny1	GH 30	2
Colny1	GH 31	9
Colny1	GH 32	3
Colny1	GH 33	1
Colny1	GH 35	8
Colny1	GH 36	3
Colny1	GH 37	2
Colny1	GH 38	3
Colny1	GH 39	2
Colny1	GH 43	37
Colny1	GH 43 	1
Colny1	GH 45	1
Colny1	GH 47	11
Colny1	GH 5	22
Colny1	GH 51	4
Colny1	GH 53	3
Colny1	GH 54	1
Colny1	GH 55	5
Colny1	GH 6	4
Colny1	GH 62	1
Colny1	GH 63	2
Colny1	GH 64	1
Colny1	GH 67	1
Colny1	GH 7	7
Colny1	GH 71	6
Colny1	GH 72	4
Colny1	GH 74	2
Colny1	GH 75	1
Colny1	GH 76	10
Colny1	GH 78	15
Colny1	GH 79	4
Colny1	GH 81	2
Colny1	GH 88	3
Colny1	GH 92	5
Colny1	GH 93	4
Colny1	GH 95	2
Colny1	GT 1	20
Colny1	GT 15	5
Colny1	GT 17	2
Colny1	GT 2	19
Colny1	GT 2 	2
Colny1	GT 20	3
Colny1	GT 21	1
Colny1	GT 22	5
Colny1	GT 24	1
Colny1	GT 25	1
Colny1	GT 3	1
Colny1	GT 31	5
Colny1	GT 32	3
Colny1	GT 33	1
Colny1	GT 34	3
Colny1	GT 35	1
Colny1	GT 39	3
Colny1	GT 4	5
Colny1	GT 41	1
Colny1	GT 48	1
Colny1	GT 5	2
Colny1	GT 50	1
Colny1	GT 55	1
Colny1	GT 57	2
Colny1	GT 58	1
Colny1	GT 59	1
Colny1	GT 61	1
Colny1	GT 62	3
Colny1	GT 66	1
Colny1	GT 69	4
Colny1	GT 71	3
Colny1	GT 76	1
Colny1	GT 8	6
Colny1	GT 90	6
Colny1	PL 1	14
Colny1	PL 11	1
Colny1	PL 20	1
Colny1	PL 26	2
Colny1	PL 27	1
Colny1	PL 3	13
Colny1	PL 4	6
Colny1	PL 42	2
Colny1	PL 9	3
Colorb1	AA 1	18
Colorb1	AA 11	4
Colorb1	AA 12	3
Colorb1	AA 13 	1
Colorb1	AA 16	3
Colorb1	AA 2	7
Colorb1	AA 3	36
Colorb1	AA 4	4
Colorb1	AA 5	3
Colorb1	AA 6	1
Colorb1	AA 7	5
Colorb1	AA 8	5
Colorb1	AA 8 	1
Colorb1	AA 9	23
Colorb1	AA 9 	4
Colorb1	CBM 1	8
Colorb1	CBM 1 	13
Colorb1	CBM 18	2
Colorb1	CBM 18 	35
Colorb1	CBM 20	1
Colorb1	CBM 20 	2
Colorb1	CBM 21	1
Colorb1	CBM 24	1
Colorb1	CBM 24 	6
Colorb1	CBM 35 	7
Colorb1	CBM 42 	1
Colorb1	CBM 43 	1
Colorb1	CBM 48	3
Colorb1	CBM 48 	1
Colorb1	CBM 50	16
Colorb1	CBM 50 	15
Colorb1	CBM 63 	2
Colorb1	CBM 67 	2
Colorb1	CBM 91 	14
Colorb1	CE 1	5
Colorb1	CE 12	7
Colorb1	CE 15	1
Colorb1	CE 16	6
Colorb1	CE 3	1
Colorb1	CE 4	12
Colorb1	CE 5	16
Colorb1	CE 8	5
Colorb1	CE 9	1
Colorb1	Expansins	7
Colorb1	GH 1	4
Colorb1	GH 10	9
Colorb1	GH 105	7
Colorb1	GH 106	1
Colorb1	GH 11	3
Colorb1	GH 114	1
Colorb1	GH 115	3
Colorb1	GH 12	5
Colorb1	GH 125	3
Colorb1	GH 127	1
Colorb1	GH 128	4
Colorb1	GH 13	13
Colorb1	GH 131	8
Colorb1	GH 132	2
Colorb1	GH 133 	1
Colorb1	GH 146	1
Colorb1	GH 15	4
Colorb1	GH 152	1
Colorb1	GH 154	4
Colorb1	GH 16	24
Colorb1	GH 17	9
Colorb1	GH 172	1
Colorb1	GH 18	18
Colorb1	GH 2	8
Colorb1	GH 20	3
Colorb1	GH 26	1
Colorb1	GH 27	5
Colorb1	GH 28	19
Colorb1	GH 29	1
Colorb1	GH 3	24
Colorb1	GH 30	3
Colorb1	GH 31	6
Colorb1	GH 32	3
Colorb1	GH 33	1
Colorb1	GH 35	5
Colorb1	GH 36	2
Colorb1	GH 37	2
Colorb1	GH 38	1
Colorb1	GH 43	31
Colorb1	GH 43 	1
Colorb1	GH 45	1
Colorb1	GH 47	11
Colorb1	GH 5	20
Colorb1	GH 51	2
Colorb1	GH 53	2
Colorb1	GH 54	1
Colorb1	GH 55	3
Colorb1	GH 6	3
Colorb1	GH 62	1
Colorb1	GH 63	1
Colorb1	GH 64	1
Colorb1	GH 67	1
Colorb1	GH 7	9
Colorb1	GH 71	4
Colorb1	GH 72	4
Colorb1	GH 74	2
Colorb1	GH 75	1
Colorb1	GH 76	8
Colorb1	GH 78	13
Colorb1	GH 79	4
Colorb1	GH 81	2
Colorb1	GH 88	3
Colorb1	GH 92	6
Colorb1	GH 93	3
Colorb1	GH 95	3
Colorb1	GT 1	23
Colorb1	GT 15	5
Colorb1	GT 17	1
Colorb1	GT 2	15
Colorb1	GT 2 	2
Colorb1	GT 20	3
Colorb1	GT 21	1
Colorb1	GT 22	4
Colorb1	GT 24	1
Colorb1	GT 25	2
Colorb1	GT 3	1
Colorb1	GT 31	5
Colorb1	GT 32	7
Colorb1	GT 33	1
Colorb1	GT 34	2
Colorb1	GT 35	1
Colorb1	GT 39	3
Colorb1	GT 4	5
Colorb1	GT 41	1
Colorb1	GT 48	1
Colorb1	GT 5	2
Colorb1	GT 50	1
Colorb1	GT 55	1
Colorb1	GT 57	2
Colorb1	GT 58	1
Colorb1	GT 59	1
Colorb1	GT 62	3
Colorb1	GT 66	1
Colorb1	GT 69	5
Colorb1	GT 71	3
Colorb1	GT 76	1
Colorb1	GT 8	5
Colorb1	GT 90	6
Colorb1	PL 1	18
Colorb1	PL 11	1
Colorb1	PL 26	2
Colorb1	PL 27	2
Colorb1	PL 3	14
Colorb1	PL 4	7
Colorb1	PL 42	1
Colorb1	PL 9	4
Colsa1	AA 1	22
Colsa1	AA 11	4
Colsa1	AA 12	4
Colsa1	AA 13 	1
Colsa1	AA 14	1
Colsa1	AA 16	3
Colsa1	AA 2	6
Colsa1	AA 3	45
Colsa1	AA 4	4
Colsa1	AA 5	3
Colsa1	AA 6	1
Colsa1	AA 7	3
Colsa1	AA 8	4
Colsa1	AA 8 	1
Colsa1	AA 9	23
Colsa1	AA 9 	5
Colsa1	CBM 1	9
Colsa1	CBM 1 	8
Colsa1	CBM 18	3
Colsa1	CBM 18 	45
Colsa1	CBM 20	1
Colsa1	CBM 20 	2
Colsa1	CBM 21	1
Colsa1	CBM 24 	7
Colsa1	CBM 35 	6
Colsa1	CBM 42 	1
Colsa1	CBM 43 	1
Colsa1	CBM 48	2
Colsa1	CBM 48 	1
Colsa1	CBM 50	18
Colsa1	CBM 50 	22
Colsa1	CBM 6	1
Colsa1	CBM 63 	2
Colsa1	CBM 66 	1
Colsa1	CBM 67 	1
Colsa1	CBM 91	1
Colsa1	CBM 91 	12
Colsa1	CE 1	5
Colsa1	CE 12	5
Colsa1	CE 15	1
Colsa1	CE 16	5
Colsa1	CE 3	4
Colsa1	CE 4	11
Colsa1	CE 5	20
Colsa1	CE 8	9
Colsa1	CE 9	1
Colsa1	Expansins	7
Colsa1	GH 1	5
Colsa1	GH 10	6
Colsa1	GH 105	5
Colsa1	GH 106	2
Colsa1	GH 11	4
Colsa1	GH 114	1
Colsa1	GH 115	3
Colsa1	GH 12	7
Colsa1	GH 125	3
Colsa1	GH 127	1
Colsa1	GH 127 	1
Colsa1	GH 128	3
Colsa1	GH 13	15
Colsa1	GH 131	7
Colsa1	GH 132	2
Colsa1	GH 133 	1
Colsa1	GH 135	1
Colsa1	GH 142	1
Colsa1	GH 146	1
Colsa1	GH 15	3
Colsa1	GH 152	1
Colsa1	GH 154	4
Colsa1	GH 16	23
Colsa1	GH 17	7
Colsa1	GH 172	1
Colsa1	GH 18	22
Colsa1	GH 2	7
Colsa1	GH 20	3
Colsa1	GH 26	1
Colsa1	GH 27	5
Colsa1	GH 28	18
Colsa1	GH 29	1
Colsa1	GH 3	27
Colsa1	GH 30	1
Colsa1	GH 31	8
Colsa1	GH 32	2
Colsa1	GH 33	1
Colsa1	GH 35	8
Colsa1	GH 36	3
Colsa1	GH 37	2
Colsa1	GH 38	2
Colsa1	GH 39	4
Colsa1	GH 43	37
Colsa1	GH 43 	1
Colsa1	GH 45	1
Colsa1	GH 47	11
Colsa1	GH 5	23
Colsa1	GH 51	2
Colsa1	GH 53	3
Colsa1	GH 54	1
Colsa1	GH 55	5
Colsa1	GH 6	4
Colsa1	GH 62	1
Colsa1	GH 63	3
Colsa1	GH 64	1
Colsa1	GH 67	1
Colsa1	GH 7	6
Colsa1	GH 71	6
Colsa1	GH 72	4
Colsa1	GH 74	2
Colsa1	GH 75	1
Colsa1	GH 76	9
Colsa1	GH 78	15
Colsa1	GH 79	5
Colsa1	GH 81	2
Colsa1	GH 88	3
Colsa1	GH 92	5
Colsa1	GH 93	3
Colsa1	GH 95	2
Colsa1	GT 1	16
Colsa1	GT 15	5
Colsa1	GT 17	2
Colsa1	GT 2	18
Colsa1	GT 2 	2
Colsa1	GT 20	3
Colsa1	GT 21	1
Colsa1	GT 22	4
Colsa1	GT 24	1
Colsa1	GT 25	2
Colsa1	GT 3	1
Colsa1	GT 31	5
Colsa1	GT 32	3
Colsa1	GT 33	1
Colsa1	GT 34	3
Colsa1	GT 35	1
Colsa1	GT 39	3
Colsa1	GT 4	5
Colsa1	GT 41	1
Colsa1	GT 48	1
Colsa1	GT 5	3
Colsa1	GT 50	1
Colsa1	GT 55	1
Colsa1	GT 57	2
Colsa1	GT 58	1
Colsa1	GT 59	1
Colsa1	GT 61	1
Colsa1	GT 62	3
Colsa1	GT 66	1
Colsa1	GT 69	3
Colsa1	GT 71	3
Colsa1	GT 76	1
Colsa1	GT 8	5
Colsa1	GT 90	6
Colsa1	PL 1	14
Colsa1	PL 11	3
Colsa1	PL 20	1
Colsa1	PL 26	2
Colsa1	PL 27	1
Colsa1	PL 3	14
Colsa1	PL 4	6
Colsa1	PL 42	2
Colsa1	PL 9	3
Colsi1	AA 1	19
Colsi1	AA 11	5
Colsi1	AA 12	4
Colsi1	AA 13 	1
Colsi1	AA 14	1
Colsi1	AA 16	3
Colsi1	AA 2	6
Colsi1	AA 3	43
Colsi1	AA 4	4
Colsi1	AA 5	3
Colsi1	AA 6	1
Colsi1	AA 7	3
Colsi1	AA 8	3
Colsi1	AA 8 	1
Colsi1	AA 9	21
Colsi1	AA 9 	5
Colsi1	CBM 1	10
Colsi1	CBM 1 	12
Colsi1	CBM 18	3
Colsi1	CBM 18 	36
Colsi1	CBM 20	1
Colsi1	CBM 20 	2
Colsi1	CBM 21	1
Colsi1	CBM 24	1
Colsi1	CBM 24 	9
Colsi1	CBM 35 	6
Colsi1	CBM 42 	1
Colsi1	CBM 43 	1
Colsi1	CBM 48	2
Colsi1	CBM 48 	1
Colsi1	CBM 50	13
Colsi1	CBM 50 	12
Colsi1	CBM 6 	1
Colsi1	CBM 63 	2
Colsi1	CBM 66 	1
Colsi1	CBM 91 	19
Colsi1	CE 1	6
Colsi1	CE 12	6
Colsi1	CE 15	1
Colsi1	CE 16	5
Colsi1	CE 3	2
Colsi1	CE 4	11
Colsi1	CE 5	18
Colsi1	CE 8	5
Colsi1	CE 9	1
Colsi1	Expansins	6
Colsi1	GH 1	4
Colsi1	GH 10	6
Colsi1	GH 105	5
Colsi1	GH 106	1
Colsi1	GH 11	4
Colsi1	GH 114	1
Colsi1	GH 115	3
Colsi1	GH 12	7
Colsi1	GH 125	3
Colsi1	GH 127	2
Colsi1	GH 128	4
Colsi1	GH 13	14
Colsi1	GH 131	8
Colsi1	GH 132	2
Colsi1	GH 133 	1
Colsi1	GH 135	1
Colsi1	GH 142	1
Colsi1	GH 146	1
Colsi1	GH 15	3
Colsi1	GH 152	1
Colsi1	GH 154	3
Colsi1	GH 16	22
Colsi1	GH 17	7
Colsi1	GH 172	1
Colsi1	GH 18	18
Colsi1	GH 18 	1
Colsi1	GH 2	6
Colsi1	GH 20	3
Colsi1	GH 26	1
Colsi1	GH 27	5
Colsi1	GH 28	17
Colsi1	GH 29	2
Colsi1	GH 3	30
Colsi1	GH 30	2
Colsi1	GH 31	9
Colsi1	GH 32	3
Colsi1	GH 33	1
Colsi1	GH 35	9
Colsi1	GH 36	3
Colsi1	GH 37	2
Colsi1	GH 38	2
Colsi1	GH 39	3
Colsi1	GH 43	39
Colsi1	GH 43 	1
Colsi1	GH 45	1
Colsi1	GH 47	11
Colsi1	GH 5	22
Colsi1	GH 51	4
Colsi1	GH 53	3
Colsi1	GH 54	1
Colsi1	GH 55	6
Colsi1	GH 6	4
Colsi1	GH 62	1
Colsi1	GH 63	2
Colsi1	GH 64	1
Colsi1	GH 67	1
Colsi1	GH 7	7
Colsi1	GH 71	7
Colsi1	GH 72	4
Colsi1	GH 74	2
Colsi1	GH 75	2
Colsi1	GH 76	9
Colsi1	GH 78	14
Colsi1	GH 79	4
Colsi1	GH 81	2
Colsi1	GH 88	3
Colsi1	GH 92	5
Colsi1	GH 93	4
Colsi1	GH 95	2
Colsi1	GT 1	19
Colsi1	GT 15	5
Colsi1	GT 17	2
Colsi1	GT 2	18
Colsi1	GT 2 	2
Colsi1	GT 20	3
Colsi1	GT 21	1
Colsi1	GT 22	5
Colsi1	GT 24	1
Colsi1	GT 25	2
Colsi1	GT 3	1
Colsi1	GT 31	5
Colsi1	GT 32	3
Colsi1	GT 33	1
Colsi1	GT 34	3
Colsi1	GT 35	1
Colsi1	GT 39	3
Colsi1	GT 4	5
Colsi1	GT 41	1
Colsi1	GT 48	1
Colsi1	GT 5	2
Colsi1	GT 50	1
Colsi1	GT 55	1
Colsi1	GT 57	2
Colsi1	GT 58	1
Colsi1	GT 59	1
Colsi1	GT 61	1
Colsi1	GT 62	3
Colsi1	GT 66	1
Colsi1	GT 69	4
Colsi1	GT 71	3
Colsi1	GT 76	1
Colsi1	GT 8	6
Colsi1	GT 90	6
Colsi1	PL 1	15
Colsi1	PL 11	1
Colsi1	PL 20	1
Colsi1	PL 26	2
Colsi1	PL 3	13
Colsi1	PL 4	6
Colsi1	PL 42	2
Colsi1	PL 9	3
Colsub1	AA 1	18
Colsub1	AA 11	2
Colsub1	AA 12	3
Colsub1	AA 13	1
Colsub1	AA 16	2
Colsub1	AA 2	8
Colsub1	AA 3	31
Colsub1	AA 4	2
Colsub1	AA 5	3
Colsub1	AA 6	1
Colsub1	AA 7	5
Colsub1	AA 8	6
Colsub1	AA 9	27
Colsub1	CBM 1	19
Colsub1	CBM 18	40
Colsub1	CBM 20	2
Colsub1	CBM 21	1
Colsub1	CBM 24	25
Colsub1	CBM 32	1
Colsub1	CBM 35	4
Colsub1	CBM 42	1
Colsub1	CBM 43	2
Colsub1	CBM 48	3
Colsub1	CBM 50	22
Colsub1	CBM 6	1
Colsub1	CBM 63 	2
Colsub1	CBM 91	4
Colsub1	CE 1	6
Colsub1	CE 12	4
Colsub1	CE 15	1
Colsub1	CE 16	3
Colsub1	CE 4	13
Colsub1	CE 5	11
Colsub1	CE 8	4
Colsub1	CE 9	1
Colsub1	Expansins	7
Colsub1	GH 1	1
Colsub1	GH 10	10
Colsub1	GH 105	5
Colsub1	GH 11	6
Colsub1	GH 114	2
Colsub1	GH 115	2
Colsub1	GH 12	6
Colsub1	GH 125	3
Colsub1	GH 127	1
Colsub1	GH 128	6
Colsub1	GH 13	13
Colsub1	GH 131	7
Colsub1	GH 132	2
Colsub1	GH 133	1
Colsub1	GH 139	1
Colsub1	GH 146	1
Colsub1	GH 15	2
Colsub1	GH 152	1
Colsub1	GH 154	2
Colsub1	GH 16	24
Colsub1	GH 17	5
